('192.168.137.1', 64572)#wake#camera
('192.168.137.1', 64572)#pos#blue#[0.23235958417256672, 0.2090674223723235]
('192.168.137.1', 64572)#pos#blue#[0.23131472269694012, 0.20710894266764324]
('192.168.137.1', 64572)#pos#blue#[0.23194526036580404, 0.20829770123517072]
('192.168.137.1', 64572)#pos#blue#[0.2331672509511312, 0.2052252310293692]
('192.168.137.1', 64572)#pos#blue#[0.23116111755371094, 0.2075781645598235]
('192.168.137.1', 64572)#pos#blue#[0.23192911148071288, 0.20869143450701677]
('192.168.137.1', 64572)#pos#blue#[0.23227540651957193, 0.20848357589156538]
('192.168.137.1', 64572)#pos#blue#[0.23107592264811197, 0.2073959915726273]
('192.168.137.1', 64572)#pos#blue#[0.23069602648417156, 0.20730243259006076]
('192.168.137.1', 64572)#pos#blue#[0.23196376164754232, 0.20830493503146702]
('192.168.137.1', 64572)#pos#blue#[0.23207971254984539, 0.20883461281105323]
('192.168.137.1', 64572)#pos#blue#[0.23039037386576336, 0.20674209594726561]
('192.168.137.1', 64572)#pos#blue#[0.23112263679504394, 0.20679035893192999]
('192.168.137.1', 64572)#pos#blue#[0.2310498873392741, 0.2058985392252604]
('192.168.137.1', 64572)#pos#blue#[0.250440788269043, 0.21158355430320458]
('192.168.137.1', 64572)#pos#blue#[0.2307691733042399, 0.20673734876844618]
('192.168.137.1', 64572)#pos#blue#[0.23183727264404297, 0.20772442287868922]
('192.168.137.1', 64572)#pos#blue#[0.2316037654876709, 0.2066255074960214]
('192.168.137.1', 64572)#pos#blue#[0.23390835126241047, 0.20503494827835647]
('192.168.137.1', 64572)#pos#blue#[0.2317175547281901, 0.2067205923574942]
('192.168.137.1', 64572)#pos#blue#[0.24036461512247723, 0.19699075486924914]
('192.168.137.1', 64572)#pos#blue#[0.23113250732421875, 0.2077863340024595]
('192.168.137.1', 64572)#pos#blue#[0.23132357597351075, 0.20678815488462096]
('192.168.137.1', 64572)#pos#blue#[0.231070073445638, 0.20800190678349248]
('192.168.137.1', 64572)#pos#blue#[0.23154282569885254, 0.2083018832736545]
('192.168.137.1', 64572)#pos#blue#[0.2311998208363851, 0.20807178638599538]
('192.168.137.1', 64572)#pos#blue#[0.24045782089233397, 0.21179018373842592]
('192.168.137.1', 64572)#pos#blue#[0.2330491065979004, 0.20914131447120948]
('192.168.137.1', 64572)#pos#blue#[0.23173651695251465, 0.20881354720504194]
('192.168.137.1', 64572)#pos#blue#[0.23121763865152994, 0.20537295871310765]
('192.168.137.1', 64572)#pos#blue#[0.2329986890157064, 0.20556264806676794]
('192.168.137.1', 64572)#pos#blue#[0.23093461990356445, 0.2065004136827257]
('192.168.137.1', 64572)#pos#blue#[0.23080070813496908, 0.20720659891764323]
('192.168.137.1', 64572)#pos#blue#[0.23403151830037436, 0.20939370614510996]
('192.168.137.1', 64572)#pos#blue#[0.2313839912414551, 0.2065110100640191]
('192.168.137.1', 64572)#pos#blue#[0.23202002843221028, 0.20696107369882089]
('192.168.137.1', 64572)#pos#blue#[0.23574689229329426, 0.21139613963939524]
('192.168.137.1', 64572)#pos#blue#[0.23158597946166992, 0.20886240358705874]
('192.168.137.1', 64572)#pos#blue#[0.23191932042439778, 0.20635604858398438]
('192.168.137.1', 64572)#pos#blue#[0.2306180477142334, 0.20740545767324942]
('192.168.137.1', 64572)#pos#blue#[0.2306543986002604, 0.20606437965675636]
('192.168.137.1', 64572)#pos#blue#[0.23141117095947267, 0.20725501731589988]
('192.168.137.1', 64572)#pos#blue#[0.23295790354410809, 0.2092834613941334]
('192.168.137.1', 64572)#pos#blue#[0.23132362365722656, 0.20758449413158275]
('192.168.137.1', 64572)#pos#blue#[0.2309877077738444, 0.20651457044813368]
('192.168.137.1', 64572)#pos#blue#[0.23056473731994628, 0.20628868385597512]
('192.168.137.1', 64572)#pos#blue#[0.23118089040120443, 0.20811421429669416]
('192.168.137.1', 64572)#pos#blue#[0.23130393028259277, 0.20607746265552662]
('192.168.137.1', 64572)#pos#blue#[0.2320911725362142, 0.2084014610007957]
('192.168.137.1', 64572)#pos#blue#[0.23144410451253256, 0.20747834664803963]
('192.168.137.1', 64572)#pos#blue#[0.23526288668314616, 0.21141925387912328]
('192.168.137.1', 64572)#pos#blue#[0.23266366322835286, 0.20980118645562065]
('192.168.137.1', 64572)#pos#blue#[0.2316452185312907, 0.20561006334092882]
('192.168.137.1', 64572)#pos#blue#[0.2425079822540283, 0.21114671495225695]
('192.168.137.1', 64572)#pos#blue#[0.2304284413655599, 0.20650405883789064]
('192.168.137.1', 64572)#pos#blue#[0.23182088534037273, 0.20628478438765915]
('192.168.137.1', 64572)#pos#blue#[0.23082942962646485, 0.20682285450122975]
('192.168.137.1', 64572)#pos#blue#[0.23017365137736004, 0.20673325150101274]
('192.168.137.1', 64572)#pos#blue#[0.2488030433654785, 0.21276151869032117]
('192.168.137.1', 64572)#pos#blue#[0.23089081446329754, 0.20727968569155092]
('192.168.137.1', 64572)#pos#blue#[0.23203436533610025, 0.20692424067744503]
('192.168.137.1', 64572)#pos#blue#[0.23589359919230143, 0.21094207763671874]
('192.168.137.1', 64572)#pos#blue#[0.22994794845581054, 0.20671296296296296]
('192.168.137.1', 64572)#pos#blue#[0.23096402486165366, 0.2067604347511574]
('192.168.137.1', 64572)#pos#blue#[0.2304775873819987, 0.20816865143952545]
('192.168.137.1', 64572)#pos#blue#[0.2310982386271159, 0.2063391226309317]
('192.168.137.1', 64572)#pos#blue#[0.23064691225687664, 0.20699249550148294]
('192.168.137.1', 64572)#pos#blue#[0.23293309211730956, 0.20889087253146701]
('192.168.137.1', 64572)#pos#blue#[0.23505751291910806, 0.21038619147406684]
('192.168.137.1', 64572)#pos#blue#[0.23244546254475912, 0.2070121482566551]
('192.168.137.1', 64572)#pos#blue#[0.230413023630778, 0.206041180645978]
('192.168.137.1', 64572)#pos#blue#[0.24966578483581542, 0.21251025729709203]
('192.168.137.1', 64572)#pos#blue#[0.23074487050374348, 0.20622408831561054]
('192.168.137.1', 64572)#pos#blue#[0.2329131762186686, 0.20736448499891494]
('192.168.137.1', 64572)#pos#blue#[0.23141489028930665, 0.20582394070095486]
('192.168.137.1', 64572)#pos#blue#[0.23056551615397136, 0.20685727154767072]
('192.168.137.1', 64572)#pos#blue#[0.2312646547953288, 0.20718200118453414]
('192.168.137.1', 64572)#pos#blue#[0.23259620666503905, 0.2047515869140625]
('192.168.137.1', 64572)#pos#blue#[0.23064648310343425, 0.2074286001699942]
('192.168.137.1', 64572)#pos#blue#[0.23252124786376954, 0.20554956506799768]
('192.168.137.1', 64572)#pos#blue#[0.23184795379638673, 0.20777103282787182]
('192.168.137.1', 64572)#pos#blue#[0.23653388023376465, 0.21087171766493057]
('192.168.137.1', 64572)#pos#blue#[0.23182705243428547, 0.20697739212601274]
('192.168.137.1', 64572)#pos#blue#[0.23536882400512696, 0.20460787172670716]
('192.168.137.1', 64572)#pos#blue#[0.2322970708211263, 0.2066306502730758]
('192.168.137.1', 64572)#pos#blue#[0.23839584986368814, 0.21020370765968605]
('192.168.137.1', 64572)#pos#blue#[0.23253828684488934, 0.2057227099383319]
('192.168.137.1', 64572)#pos#blue#[0.23143765131632488, 0.20704362657335068]
('192.168.137.1', 64572)#pos#blue#[0.23255610466003418, 0.20682087651005499]
('192.168.137.1', 64572)#pos#blue#[0.23222187360127766, 0.20516368724681713]
('192.168.137.1', 64572)#pos#blue#[0.23194543520609537, 0.2081449720594618]
('192.168.137.1', 64572)#pos#blue#[0.231159241994222, 0.2064900998716001]
('192.168.137.1', 64572)#pos#blue#[0.23575385411580405, 0.20896143030237269]
('192.168.137.1', 64572)#pos#blue#[0.23948198954264324, 0.21007758246527777]
('192.168.137.1', 64572)#pos#blue#[0.23246347109476725, 0.2059162139892578]
('192.168.137.1', 64572)#pos#blue#[0.2320350170135498, 0.20647424768518519]
('192.168.137.1', 64572)#pos#blue#[0.23285128275553385, 0.20590498182508682]
('192.168.137.1', 64572)#pos#blue#[0.23117607434590656, 0.20581283569335937]
('192.168.137.1', 64572)#pos#blue#[0.23202439943949382, 0.20587819417317707]
('192.168.137.1', 64572)#pos#blue#[0.23204452196757, 0.20606652719003182]
('192.168.137.1', 64572)#pos#blue#[0.2332506815592448, 0.20754790129484954]
('192.168.137.1', 64572)#pos#blue#[0.2319364865620931, 0.20549107304325812]
('192.168.137.1', 64572)#pos#blue#[0.23139896392822265, 0.2060896979437934]
('192.168.137.1', 64572)#pos#blue#[0.23355917930603026, 0.20764093752260562]
('192.168.137.1', 64572)#pos#blue#[0.2321950594584147, 0.20791854858398437]
('192.168.137.1', 64572)#pos#blue#[0.23143868446350097, 0.20546097932038485]
('192.168.137.1', 64572)#pos#blue#[0.23315782546997071, 0.20722071329752603]
('192.168.137.1', 64572)#pos#blue#[0.2315704345703125, 0.20733374136465568]
('192.168.137.1', 64572)#pos#blue#[0.23115981419881185, 0.20558834782353155]
('192.168.137.1', 64572)#pos#blue#[0.23188374837239584, 0.20515391031901042]
('192.168.137.1', 64572)#pos#blue#[0.2313745657602946, 0.2060689996790003]
('192.168.137.1', 64572)#pos#blue#[0.2319157600402832, 0.2056071952537254]
('192.168.137.1', 64572)#pos#blue#[0.2322011152903239, 0.20544266877350983]
('192.168.137.1', 64572)#pos#blue#[0.2320401668548584, 0.20560162862141926]
('192.168.137.1', 64572)#pos#blue#[0.23148417472839355, 0.20560131779423466]
('192.168.137.1', 64572)#pos#blue#[0.2310317834218343, 0.20536323829933448]
('192.168.137.1', 64572)#pos#blue#[0.24576311111450194, 0.21184457849573207]
('192.168.137.1', 64572)#pos#blue#[0.23292725880940754, 0.2071671097366898]
('192.168.137.1', 64572)#pos#blue#[0.25200505256652833, 0.21091909055356625]
('192.168.137.1', 64572)#pos#blue#[0.23298931121826172, 0.20621799892849393]
('192.168.137.1', 64572)#pos#blue#[0.2323391596476237, 0.20583343505859375]
('192.168.137.1', 64572)#pos#blue#[0.2310401439666748, 0.20652406480577257]
('192.168.137.1', 64572)#pos#blue#[0.23172292709350586, 0.2056068702980324]
('192.168.137.1', 64572)#pos#blue#[0.23181095123291015, 0.20673294067382814]
('192.168.137.1', 64572)#pos#blue#[0.23587827682495116, 0.2095693800184462]
('192.168.137.1', 64572)#pos#blue#[0.23209352493286134, 0.2050885518391927]
('192.168.137.1', 64572)#pos#blue#[0.2333419640858968, 0.2079893324110243]
('192.168.137.1', 64572)#pos#blue#[0.23055076599121094, 0.20636606569643373]
('192.168.137.1', 64572)#pos#blue#[0.23115046819051108, 0.20585799040617767]
('192.168.137.1', 64572)#pos#blue#[0.23207739194234211, 0.2050982157389323]
('192.168.137.1', 64572)#pos#blue#[0.23096946080525715, 0.2064424020272714]
('192.168.137.1', 64572)#pos#blue#[0.23179394404093426, 0.20555510344328703]
('192.168.137.1', 64572)#pos#blue#[0.2333161989847819, 0.20468163666901765]
('192.168.137.1', 64572)#pos#blue#[0.23269864718119304, 0.20571718569155092]
('192.168.137.1', 64572)#pos#blue#[0.2323144276936849, 0.20664510373716002]
('192.168.137.1', 64572)#pos#blue#[0.23039185206095378, 0.20583640204535592]
('192.168.137.1', 64572)#pos#blue#[0.23189942042032877, 0.20637416133174188]
('192.168.137.1', 64572)#pos#blue#[0.23290875752766926, 0.20599498042353878]
('192.168.137.1', 64572)#pos#blue#[0.2316885471343994, 0.20699160540545428]
('192.168.137.1', 64572)#pos#blue#[0.2363739013671875, 0.20966296725802952]
('192.168.137.1', 64572)#pos#blue#[0.23143709500630696, 0.205846843013057]
('192.168.137.1', 64572)#pos#blue#[0.23241726557413736, 0.20716484917534722]
('192.168.137.1', 64572)#pos#blue#[0.23236754735310872, 0.20631015918872975]
('192.168.137.1', 64572)#pos#blue#[0.23394436836242677, 0.20753261424877026]
('192.168.137.1', 64572)#pos#blue#[0.2318219820658366, 0.2056255199291088]
('192.168.137.1', 64572)#pos#blue#[0.2313624858856201, 0.2049159014666522]
('192.168.137.1', 64572)#pos#blue#[0.23202594121297201, 0.20563283849645544]
('192.168.137.1', 64572)#pos#blue#[0.23059126536051433, 0.20589461149992766]
('192.168.137.1', 64572)#pos#blue#[0.2315346082051595, 0.2064867514151114]
('192.168.137.1', 64572)#pos#blue#[0.23166378339131674, 0.2055790936505353]
('192.168.137.1', 64572)#pos#blue#[0.23197404543558756, 0.20599986888744212]
('192.168.137.1', 64572)#pos#blue#[0.23196657498677573, 0.20524396543149595]
('192.168.137.1', 64572)#pos#blue#[0.23238956133524577, 0.20557369656032987]
('192.168.137.1', 64572)#pos#blue#[0.23251320521036783, 0.20509832876699943]
('192.168.137.1', 64572)#pos#blue#[0.23238341013590494, 0.20738504197862412]
('192.168.137.1', 64572)#pos#blue#[0.23190773328145345, 0.20791634453667535]
('192.168.137.1', 64572)#pos#blue#[0.2319986661275228, 0.20587100276240597]
('192.168.137.1', 64572)#pos#blue#[0.2326970100402832, 0.20536075168185763]
('192.168.137.1', 64572)#pos#blue#[0.23279314041137694, 0.20620962072301793]
('192.168.137.1', 64572)#pos#blue#[0.23213755289713542, 0.205560627690068]
('192.168.137.1', 64572)#pos#blue#[0.2318857510884603, 0.20610376993815105]
('192.168.137.1', 64572)#pos#blue#[0.2329027811686198, 0.20510122511121961]
('192.168.137.1', 64572)#pos#blue#[0.23360986709594728, 0.20785398130063656]
('192.168.137.1', 64572)#pos#blue#[0.23101345698038736, 0.20619303385416668]
('192.168.137.1', 64572)#pos#blue#[0.23138281504313152, 0.20654887446650752]
('192.168.137.1', 64572)#pos#blue#[0.23197654088338215, 0.20732363948115595]
('192.168.137.1', 64572)#pos#blue#[0.2313189188639323, 0.20611113089102287]
('192.168.137.1', 64572)#pos#blue#[0.2314421017964681, 0.20695213035300927]
('192.168.137.1', 64572)#pos#blue#[0.2324758529663086, 0.2077399359809028]
('192.168.137.1', 64572)#pos#blue#[0.23145116170247396, 0.20557965879087095]
('192.168.137.1', 64572)#pos#blue#[0.23269195556640626, 0.2066288842095269]
('192.168.137.1', 64572)#pos#blue#[0.2318482716878255, 0.20516524138274017]
('192.168.137.1', 64572)#pos#blue#[0.2314495881398519, 0.2063865379050926]
('192.168.137.1', 64572)#pos#blue#[0.2330987771352132, 0.20619198834454572]
('192.168.137.1', 64572)#pos#blue#[0.23123809496561687, 0.2066162109375]
('192.168.137.1', 64572)#pos#blue#[0.249823792775472, 0.21166198165328415]
('192.168.137.1', 64572)#pos#blue#[0.2314177672068278, 0.20582282454879194]
('192.168.137.1', 64572)#pos#blue#[0.23260893821716308, 0.20560314037181712]
('192.168.137.1', 64572)#pos#blue#[0.23226815859476727, 0.20587556627061632]
('192.168.137.1', 64572)#pos#blue#[0.23224314053853354, 0.20515204535590278]
('192.168.137.1', 64572)#pos#blue#[0.23224557240804036, 0.20796344898365163]
('192.168.137.1', 64572)#pos#blue#[0.23234507242838542, 0.20513154489022714]
('192.168.137.1', 64572)#pos#blue#[0.23164699872334799, 0.2055646401864511]
('192.168.137.1', 64572)#pos#blue#[0.23211269378662108, 0.20622372097439237]
('192.168.137.1', 64572)#pos#blue#[0.23205512364705402, 0.2061930055971499]
('192.168.137.1', 64572)#pos#blue#[0.2313231945037842, 0.20650148744936342]
('192.168.137.1', 64572)#pos#blue#[0.23196897506713868, 0.2068491335268374]
('192.168.137.1', 64572)#pos#blue#[0.2312012195587158, 0.2065262405960648]
('192.168.137.1', 64572)#pos#blue#[0.2308401902516683, 0.20581422028718172]
('192.168.137.1', 64572)#pos#blue#[0.23219312032063802, 0.20608107955367477]
('192.168.137.1', 64572)#pos#blue#[0.2317987124125163, 0.205344080041956]
('192.168.137.1', 64572)#pos#blue#[0.23196538289388022, 0.20612548545554832]
('192.168.137.1', 64572)#pos#blue#[0.23155163129170736, 0.2062492088035301]
('192.168.137.1', 64572)#pos#blue#[0.23299115498860676, 0.20500563162344473]
('192.168.137.1', 64572)#pos#blue#[0.23127148946126302, 0.2061570344147859]
('192.168.137.1', 64572)#pos#blue#[0.23225007057189942, 0.2060200020118996]
('192.168.137.1', 64572)#pos#blue#[0.23176927566528321, 0.20620238692672163]
('192.168.137.1', 64572)#pos#blue#[0.23242395718892414, 0.20585704379611544]
('192.168.137.1', 64572)#pos#blue#[0.23149115244547527, 0.20671359874584055]
('192.168.137.1', 64572)#pos#blue#[0.2315306345621745, 0.20538363986545138]
('192.168.137.1', 64572)#pos#blue#[0.23139317830403647, 0.20492581967954282]
('192.168.137.1', 64572)#pos#blue#[0.23130424817403158, 0.20659643102575231]
('192.168.137.1', 64572)#pos#blue#[0.2314470926920573, 0.20559199297869646]
('192.168.137.1', 64572)#pos#blue#[0.23237185478210448, 0.2063169973867911]
('192.168.137.1', 64572)#pos#blue#[0.23232014973958334, 0.20648043597186053]
('192.168.137.1', 64572)#pos#blue#[0.23886990547180176, 0.20893777917932582]
('192.168.137.1', 64572)#pos#blue#[0.23161141077677408, 0.2058486090766059]
('192.168.137.1', 64572)#pos#blue#[0.23131937980651857, 0.20648012514467592]
('192.168.137.1', 64572)#pos#blue#[0.23140872319539388, 0.2049115922715929]
('192.168.137.1', 64572)#pos#blue#[0.23246272404988608, 0.2053325370506004]
('192.168.137.1', 64572)#pos#blue#[0.23194176355997723, 0.2063629150390625]
('192.168.137.1', 64572)#pos#blue#[0.2349591890970866, 0.2096869009512442]
('192.168.137.1', 64572)#pos#blue#[0.23510260581970216, 0.2089502970377604]
('192.168.137.1', 64572)#pos#blue#[0.23094957669576008, 0.20586109867802374]
('192.168.137.1', 64572)#pos#blue#[0.23202761014302573, 0.206000405770761]
('192.168.137.1', 64572)#pos#blue#[0.23095808029174805, 0.2063083224826389]
('192.168.137.1', 64572)#pos#blue#[0.23322917620340983, 0.2062037150065104]
('192.168.137.1', 64572)#pos#blue#[0.23257856369018554, 0.20599708557128907]
('192.168.137.1', 64572)#pos#blue#[0.23194715181986492, 0.20492228755244501]
('192.168.137.1', 64572)#pos#blue#[0.23215785026550292, 0.20532105057327835]
('192.168.137.1', 64572)#pos#blue#[0.23145310084025064, 0.20607545640733507]
('192.168.137.1', 64572)#pos#blue#[0.23192720413208007, 0.20603711163556135]
('192.168.137.1', 64572)#pos#blue#[0.2331140359242757, 0.20712093777126736]
('192.168.137.1', 64572)#pos#blue#[0.23248294194539387, 0.2068526091399016]
('192.168.137.1', 64572)#pos#blue#[0.23143011728922527, 0.20584603768807871]
('192.168.137.1', 64572)#pos#blue#[0.2412542184193929, 0.21071482057924623]
('192.168.137.1', 64572)#pos#blue#[0.23115245501200357, 0.20605334529170283]
('192.168.137.1', 64572)#pos#blue#[0.2326395352681478, 0.2060371964066117]
('192.168.137.1', 64572)#pos#blue#[0.23145205179850262, 0.20588619090892651]
('192.168.137.1', 64572)#pos#blue#[0.2328340212504069, 0.20773306952582465]
('192.168.137.1', 64572)#pos#blue#[0.231565793355306, 0.20595840171531396]
('192.168.137.1', 64572)#pos#blue#[0.23182853062947592, 0.20654918529369212]
('192.168.137.1', 64572)#pos#blue#[0.23172643979390461, 0.20618406225133826]
('192.168.137.1', 64572)#pos#blue#[0.24933732350667318, 0.21346551400643807]
('192.168.137.1', 64572)#pos#blue#[0.23128593762715657, 0.205938720703125]
('192.168.137.1', 64572)#pos#blue#[0.23276138305664062, 0.20636267485441984]
('192.168.137.1', 64572)#pos#blue#[0.23646100362141928, 0.2100895916974103]
('192.168.137.1', 64572)#pos#blue#[0.2318764050801595, 0.20536068103931568]
('192.168.137.1', 64572)#pos#blue#[0.24566790262858074, 0.20984540868688512]
('192.168.137.1', 64572)#pos#blue#[0.2404349486033122, 0.2112550099690755]
('192.168.137.1', 64572)#pos#blue#[0.2426682472229004, 0.2118589754457827]
('192.168.137.1', 64572)#pos#blue#[0.23251099586486818, 0.20697719432689526]
('192.168.137.1', 64572)#pos#blue#[0.2320513407389323, 0.20534456041124133]
('192.168.137.1', 64572)#pos#blue#[0.23116035461425782, 0.20589042946144387]
('192.168.137.1', 64572)#pos#blue#[0.23231379191080728, 0.20559293958875868]
('192.168.137.1', 64572)#pos#blue#[0.23272234598795574, 0.20674568458839698]
('192.168.137.1', 64572)#pos#blue#[0.23406790097554525, 0.20899265430591724]
('192.168.137.1', 64572)#pos#blue#[0.23322194417317707, 0.2066507127549913]
('192.168.137.1', 64572)#pos#blue#[0.25085646311442056, 0.211382406729239]
